TOKEN	NE-COARSE-LIT	NE-COARSE-METO
a	O	O
été	O	O
,	O	O
dit	O	O
la	O	O
«	O	O
Liberté	O	O
»	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2263,517,53/full/0/default.jpg
d	O	O
'	O	O
une	O	O
importance	O	O
sans	O	O
égale	O	O
,	O	O
et	O	O
par	O	O
le	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2286,516,53/full/0/default.jpg
nombre	O	O
des	O	O
visiteurs	O	O
et	O	O
par	O	O
le	O	O
chiffre	O	O
des	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2310,515,53/full/0/default.jpg
transactions	O	O
effectuées	O	O
.	O	O
Il	O	O
a	O	O
été	O	O
primé	O	O
242	O	O
taureaux	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2334,518,53/full/0/default.jpg
sur	O	O
362	O	O
qui	O	O
étaient	O	O
présentés	O	O
.	O	O
Jeudi	O	O
soir	O	O
,	O	O
120	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2357,517,53/full/0/default.jpg
ventes	O	O
étaient	O	O
enregistrées	O	O
,	O	O
et	O	O
le	O	O
chiffre	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2382,518,53/full/0/default.jpg
d	O	O
'	O	O
achats	O	O
s	O	O
'	O	O
élevait	O	O
à	O	O
200,000	O	O
francs	O	O
.	O	O
Une	O	O
vingtaine	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2405,517,52/full/0/default.jpg
de	O	O
taureaux	O	O
se	O	O
sont	O	O
payés	O	O
plus	O	O
de	O	O
3000	O	O
francs	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2429,518,53/full/0/default.jpg
Le	O	O
taurillon	O	O
<	O	O
Castor	O	O
_	O	O
_	O	O
,	O	O
à	O	O
Mme	B-pers	O
veuve	I-pers	O
Gremaud	I-pers	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2453,517,53/full/0/default.jpg
Riaz	O	O
,	O	O
a	O	O
été	O	O
acheté	O	O
pour	O	O
le	O	O
prix	O	O
de	O	O
7000	O	O
francs	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1199,2476,493,53/full/0/default.jpg
La	O	O
commission	O	O
italienne	O	O
a	O	O
acheté	O	O
12	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2500,517,53/full/0/default.jpg
taureaux	O	O
;	O	O
celle	O	O
de	O	O
Hongrie	B-loc	O
,	O	O
une	O	O
vingtaine	O	O
,	O	O
et	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2524,517,53/full/0/default.jpg
commission	O	O
suisse	O	O
d	O	O
'	O	O
exportation	O	O
,	O	O
30	O	O
.	O	O
Plusieurs	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2548,516,53/full/0/default.jpg
éleveurs	O	O
et	O	O
syndicats	O	O
vaudois	O	O
et	O	O
genevois	O	O
ont	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1176,2571,349,53/full/0/default.jpg
également	O	O
fait	O	O
des	O	O
acquisitions	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1199,2603,493,53/full/0/default.jpg
—	O	O
H	O	O
vient	O	O
de	O	O
se	O	O
fonder	O	O
sur	O	O
l	O	O
'	O	O
initiative	O	O
de	O	O
M	B-pers	O
.	I-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1178,2627,515,53/full/0/default.jpg
Musy	I-pers	O
,	I-pers	O
conseiller	I-pers	O
d	I-pers	O
'	I-pers	O
Etat	I-pers	O
,	O	O
une	O	O
ligue	O	O
pour	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2651,516,52/full/0/default.jpg
conservation	O	O
de	O	O
la	O	O
terre	O	O
fribourgeoise	O	O
,	O	O
dont	O	O
le	O	O
but	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2675,518,52/full/0/default.jpg
est	O	O
d	O	O
'	O	O
empêcher	O	O
le	O	O
sol	O	O
de	O	O
passer	O	O
en	O	O
mains	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2699,64,52/full/0/default.jpg
étrangères	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1201,2738,491,53/full/0/default.jpg
GENÈVE	B-loc	O
.	O	O
—	O	O
Dans	O	O
les	O	O
élections	O	O
pour	O	O
un	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2762,517,53/full/0/default.jpg
conseiller	O	O
aux	O	O
Etats	O	O
en	O	O
remplacement	O	O
de	O	O
M	B-pers	O
.	I-pers	O
Ad	I-pers	O
.	I-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2786,517,52/full/0/default.jpg
Lachenal	O	O
,	O	O
M	B-pers	O
.	I-pers	O
Henri	I-pers	O
Fazy	I-pers	O
,	I-pers	O
président	I-pers	O
du	I-pers	O
Conseil	I-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1176,2808,516,53/full/0/default.jpg
d	O	O
'	O	O
Etat	O	O
genevois	O	O
a	O	O
été	O	O
élu	O	O
par	O	O
6225	O	O
voix	O	O
contre	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2833,517,53/full/0/default.jpg
3762	O	O
à	O	O
M	B-pers	O
.	I-pers	O
Willemin	I-pers	O
,	O	O
jeune	O	O
radical	O	O
,	O	O
soit	O	O
à	O	O
une	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1176,2856,516,53/full/0/default.jpg
majorité	O	O
de	O	O
2463	O	O
voix	O	O
.	O	O
H	O	O
y	O	O
a	O	O
eu	O	O
le	O	O
50	O	O
%	O	O
d	O	O
'	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2880,91,53/full/0/default.jpg
abstentions	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1177,2912,516,53/full/0/default.jpg
—	O	O
La	O	O
police	O	O
a	O	O
arrêté	O	O
deux	O	O
cambrioleurs	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,2936,518,52/full/0/default.jpg
grande	O	O
envergure	O	O
,	O	O
un	O	O
réfractaire	O	O
turc	O	O
nommé	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1176,2960,516,52/full/0/default.jpg
Seni	O	O
et	O	O
un	O	O
déserteur	O	O
français	O	O
nommé	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1176,2984,516,52/full/0/default.jpg
Pétermann	B-pers	O
,	O	O
que	O	O
l	O	O
'	O	O
on	O	O
croit	O	O
être	O	O
les	O	O
auteurs	O	O
de	O	O
tous	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1175,3006,516,53/full/0/default.jpg
les	O	O
vols	O	O
importants	O	O
et	O	O
de	O	O
tous	O	O
les	O	O
cambriolages	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1176,3030,516,53/full/0/default.jpg
commis	O	O
ces	O	O
derniers	O	O
temps	O	O
à	O	O
Genève	B-loc	O
.	O	O
Des	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1177,3053,516,53/full/0/default.jpg
bijoux	O	O
et	O	O
des	O	O
pierres	O	O
précieuses	O	O
ont	O	O
été	O	O
retrouvés	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1177,3078,515,53/full/0/default.jpg
en	O	O
leur	O	O
possession	O	O
.	O	O
D	O	O
'	O	O
autres	O	O
arrestations	O	O
sont	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1177,3101,515,53/full/0/default.jpg
attendues	O	O
incessamment	O	O
,	O	O
car	O	O
on	O	O
a	O	O
l	O	O
'	O	O
impression	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1177,3124,516,53/full/0/default.jpg
de	O	O
se	O	O
trouver	O	O
en	O	O
présence	O	O
d	O	O
'	O	O
une	O	O
bande	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-09-10-a-p0003/1177,3148,195,53/full/0/default.jpg
parfaitement	O	O
organisée	O	O
.	O	O

# language = fr
# newspaper = EXP
# date = 1918-12-13
# document_id = EXP-1918-12-13-a-i0061
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1234,3827,386,75/full/0/default.jpg
_	O	O
NOUVELLES	O	O
DIVERSES	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1195,3923,490,50/full/0/default.jpg
Pourquoi	O	O
ne	O	O
pas	O	O
les	O	O
supprimer	O	O
tout	O	O
a	O	O
fait	O	O
?	O	O
—	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1174,3947,472,50/full/0/default.jpg
On	O	O
mande	O	O
de	O	O
Berne	B-loc	O
à	O	O
la	O	O
c	O	O
Zurcher	B-pers	O
Post	I-pers	O
»	O	O
:	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1198,3981,489,49/full/0/default.jpg
Lo	O	O
Conseil	B-org	O
fédéral	I-org	O
va	O	O
soumettre	O	O
aux	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1174,4004,513,50/full/0/default.jpg
Chambres	O	O
fédérales	O	O
un	O	O
projet	O	O
d	O	O
'	O	O
arrêté	O	O
fédéral	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1174,4028,512,50/full/0/default.jpg
tendant	O	O
à	O	O
réduire	O	O
principalement	O	O
aux	O	O
questions	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1174,4052,513,49/full/0/default.jpg
économiques	O	O
les	O	O
pleins	O	O
-	O	O
pouvoirs	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1175,4075,511,50/full/0/default.jpg
extraordinaires	O	O
accordés	O	O
au	O	O
Conseil	B-org	O
fédéral	I-org	O
par	O	O
l	O	O
'	O	O
arrêté	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1175,4099,415,50/full/0/default.jpg
3	O	O
août	O	O
1914	O	O
.	O	O
'	O	O
¦	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1744,143,493,49/full/0/default.jpg
Chambres	O	O
fédérales	O	O
.	O	O
—	O	O
Dans	O	O
la	O	O
séance	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,166,517,50/full/0/default.jpg
relevée	O	O
(	O	O
voir	O	O
page	O	O
précédente	O	O
)	O	O
du	O	O
Conseil	B-org	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,190,521,50/full/0/default.jpg
national	I-org	O
M	B-pers	O
.	I-pers	O
Cossy	I-pers	O
(	O	O
Vaud	B-loc	O
)	O	O
dit	O	O
qu	O	O
'	O	O
il	O	O
faut	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,215,516,49/full/0/default.jpg
distinguer	O	O
entre	O	O
les	O	O
meneurs	O	O
du	O	O
mouvement	O	O
et	O	O
ceux	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1721,239,515,49/full/0/default.jpg
qui	O	O
se	O	O
sont	O	O
laissé	O	O
entraîner	O	O
.	O	O
Les	O	O
saboteurs	O	O
aussi	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,262,517,50/full/0/default.jpg
doivent	O	O
être	O	O
punis	O	O
;	O	O
mais	O	O
la	O	O
responsabilité	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,285,518,49/full/0/default.jpg
principale	O	O
,	O	O
revient	O	O
aux	O	O
chefs	O	O
.	O	O
Les	O	O
gardes	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,311,519,50/full/0/default.jpg
civiques	O	O
ne	O	O
demandent	O	O
ni	O	O
fusils	O	O
,	O	O
ni	O	O
mitrailleuses	O	O
;	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,334,516,50/full/0/default.jpg
des	O	O
bâtons	O	O
leur	O	O
suffiront	O	O
.	O	O
La	O	O
grande	O	O
masse	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,359,517,50/full/0/default.jpg
peuple	O	O
considérerait	O	O
une	O	O
reprise	O	O
de	O	O
la	O	O
grève	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,383,517,50/full/0/default.jpg
générale	O	O
comme	O	O
une	O	O
violente	O	O
provocation	O	O
et	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1721,407,255,49/full/0/default.jpg
agirait	O	O
eu	O	O
conséquence	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1743,431,495,49/full/0/default.jpg
M	B-pers	O
.	I-pers	O
Huggler	I-pers	O
(	O	O
Zurich	B-loc	O
)	O	O
justifie	O	O
le	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1721,455,517,50/full/0/default.jpg
ment	O	O
de	O	O
la	O	O
classe	O	O
ouvrière	O	O
.	O	O
M	B-pers	O
.	I-pers	O
Ryser	I-pers	O
(	O	O
Jura	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,479,518,50/full/0/default.jpg
bernois	O	O
)	O	O
dit	O	O
que	O	O
les	O	O
boichévistes	O	O
sont	O	O
sur	O	O
le	O	O
banc	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,503,517,50/full/0/default.jpg
du	O	O
Conseil	B-org	O
fédéral	I-org	O
et	O	O
dans	O	O
la	O	O
majorité	O	O
de	O	O
cette	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1720,527,117,49/full/0/default.jpg
assemblée	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1745,561,494,49/full/0/default.jpg
—	O	O
Dans	O	O
sa	O	O
séance	O	O
de	O	O
nuit	O	O
commencée	O	O
à	O	O
9	O	O
h	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,584,514,49/full/0/default.jpg
le	O	O
Conseil	B-org	O
national	I-org	O
a	O	O
poursuivi	O	O
jeudi	O	O
le	O	O
débat	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,608,334,49/full/0/default.jpg
général	O	O
sur	O	O
la	O	O
grève	O	O
générale	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1745,631,493,50/full/0/default.jpg
M	B-pers	O
.	I-pers	O
Hirter	I-pers	O
(	O	O
Berne	B-loc	O
)	O	O
rappelle	O	O
les	O	O
violences	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,655,514,50/full/0/default.jpg
exercées	O	O
par	O	O
les	O	O
grévistes	O	O
à	O	O
Berne	B-loc	O
.	O	O
Les	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1722,679,515,50/full/0/default.jpg
organisateurs	O	O
du	O	O
mouvement	O	O
ont	O	O
-	O	O
ils	O	O
songé	O	O
au	O	O
danger	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,702,514,49/full/0/default.jpg
d	O	O
'	O	O
une	O	O
intervention	O	O
étrangère	O	O
,	O	O
intervention	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,727,516,50/full/0/default.jpg
contre	O	O
laquelle	O	O
,	O	O
au	O	O
demeurant	O	O
,	O	O
le	O	O
peuple	O	O
entier	O	O
se	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,750,135,49/full/0/default.jpg
serait	O	O
levé	O	O
?	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,775,515,49/full/0/default.jpg
,	O	O
C	O	O
'	O	O
est	O	O
à	O	O
la	O	O
bourgeoisie	O	O
que	O	O
l	O	O
'	O	O
on	O	O
doit	O	O
1	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1724,798,517,49/full/0/default.jpg
ce	O	O
-	O	O
maladies	O	O
et	O	O
accidents	O	O
,	O	O
la	O	O
Banque	O	O
nationale	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,822,517,49/full/0/default.jpg
l	O	O
'	O	O
amélioration	O	O
des	O	O
traitements	O	O
des	O	O
employés	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1724,845,514,50/full/0/default.jpg
Grâce	O	O
aux	O	O
efforts	O	O
de	O	O
la	O	O
Confédération	O	O
et	O	O
des	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1724,870,515,49/full/0/default.jpg
cantons	O	O
,	O	O
personne	O	O
n	O	O
'	O	O
a	O	O
souffert	O	O
de	O	O
la	O	O
faim	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,893,516,50/full/0/default.jpg
pendant	O	O
la	O	O
guerre	O	O
.	O	O
Nous	O	O
espérons	O	O
pouvoir	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,917,516,50/full/0/default.jpg
constituer	O	O
_	O	O
,	O	O
un	O	O
fonds	O	O
qui	O	O
permette	O	O
d	O	O
'	O	O
introduire	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,941,516,50/full/0/default.jpg
l	O	O
'	O	O
assurance	O	O
vieillesse	O	O
et	O	O
invalidité	O	O
.	O	O
Le	O	O
montant	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,966,515,49/full/0/default.jpg
l	O	O
'	O	O
impôt	O	O
sur	O	O
les	O	O
bénéfices	O	O
de	O	O
guerre	O	O
permettra	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,989,371,50/full/0/default.jpg
de	O	O
réaliser	O	O
des	O	O
réformes	O	O
sociales	O	O
/	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1722,1008,11,50/full/0/default.jpg
'	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1712,1001,526,50/full/0/default.jpg
¦	O	O
L	O	O
'	O	O
orateur	O	O
conclut	O	O
en	O	O
disant	O	O
que	O	O
la	O	O
destruction	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,1036,516,50/full/0/default.jpg
des	O	O
capitaux	O	O
telle	O	O
qu	O	O
'	O	O
elle	O	O
s	O	O
'	O	O
est	O	O
produite	O	O
en	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,1060,514,50/full/0/default.jpg
Russie	B-loc	O
serait	O	O
un	O	O
malheur	O	O
et	O	O
que	O	O
les	O	O
cheminots	O	O
qui	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,1084,515,50/full/0/default.jpg
sont	O	O
_	O	O
employés	O	O
au	O	O
service	O	O
public	O	O
ne	O	O
peuvent	O	O
pas	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,1108,516,50/full/0/default.jpg
revendiquer	O	O
le	O	O
droit	O	O
de	O	O
grève	O	O
.	O	O
Nous	O	O
ne	O	O
voulons	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,1132,257,50/full/0/default.jpg
pas	O	O
de	O	O
chambardement	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1747,1155,495,50/full/0/default.jpg
M	B-pers	O
.	I-pers	O
Platten	I-pers	O
(	O	O
Zurich	B-loc	O
)	O	O
,	O	O
au	O	O
milieu	O	O
de	O	O
l	O	O
'	O	O
hilarité	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,1179,516,50/full/0/default.jpg
déclare	O	O
que	O	O
les	O	O
événements	O	O
prochains	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1724,1204,515,50/full/0/default.jpg
pousseront	O	O
le	O	O
prolétariat	O	O
vers	O	O
les	O	O
boichévistes	O	O
,	O	O
alors	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1725,1228,515,50/full/0/default.jpg
que	O	O
MM	B-pers	O
.	I-pers	O
Grimm	I-pers	O
et	O	O
Muller	B-pers	O
disent	O	O
que	O	O
le	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,1252,517,50/full/0/default.jpg
bolchévisme	O	O
n	O	O
'	O	O
est	O	O
pas	O	O
seulement	O	O
une	O	O
méthode	O	O
mais	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1724,1276,516,50/full/0/default.jpg
un	O	O
principe	O	O
.	O	O
Si	O	O
la	O	O
journée	O	O
de	O	O
8	O	O
h	O	O
.	O	O
n	O	O
'	O	O
est	O	O
pas	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,1299,515,49/full/0/default.jpg
introduite	O	O
rapidement	O	O
,	O	O
la	O	O
grève	O	O
,	O	O
sera	O	O
de	O	O
nouveau	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1723,1323,118,49/full/0/default.jpg
proclamée	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1744,1347,497,50/full/0/default.jpg
M	B-pers	O
.	I-pers	O
Jacques	I-pers	O
Schmid	I-pers	O
(	O	O
Soleure	B-loc	O
)	O	O
déclare	O	O
ne	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1721,1372,516,50/full/0/default.jpg
pouvoir	O	O
rien	O	O
retirer	O	O
de	O	O
son	O	O
premier	O	O
discours	O	O
sur	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1721,1396,519,50/full/0/default.jpg
les	O	O
incidents	O	O
de	O	O
Soleure	B-loc	O
et	O	O
de	O	O
Granges	B-loc	O
.	O	O
Il	O	O
se	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1721,1420,519,50/full/0/default.jpg
moque	O	O
des	O	O
larmes	O	O
de	O	O
crocodile	O	O
versées	O	O
sur	O	O
les	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1721,1445,519,49/full/0/default.jpg
soldats	O	O
morts	O	O
de	O	O
la	O	O
grippe	O	O
par	O	O
les	O	O
fabricants	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1721,1468,439,50/full/0/default.jpg
munitions	O	O
qui	O	O
ont	O	O
collaboré	O	O
à	O	O
la	O	O
guerre	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/EXP-1918-12-13-a-p0004/1745,1492,496,50/full/0/default.jpg
M	B-pers	O
.	I-pers	O
Reymond	I-pers	O
(	O	O
